"GEO_ID","NAME","B01001_001E","B01001_001M","B01001_002E","B01001_002M","B01001_003E","B01001_003M","B01001_004E","B01001_004M","B01001_005E","B01001_005M","B01001_006E","B01001_006M","B01001_007E","B01001_007M","B01001_008E","B01001_008M","B01001_009E","B01001_009M","B01001_010E","B01001_010M","B01001_011E","B01001_011M","B01001_012E","B01001_012M","B01001_013E","B01001_013M","B01001_014E","B01001_014M","B01001_015E","B01001_015M","B01001_016E","B01001_016M","B01001_017E","B01001_017M","B01001_018E","B01001_018M","B01001_019E","B01001_019M","B01001_020E","B01001_020M","B01001_021E","B01001_021M","B01001_022E","B01001_022M","B01001_023E","B01001_023M","B01001_024E","B01001_024M","B01001_025E","B01001_025M","B01001_026E","B01001_026M","B01001_027E","B01001_027M","B01001_028E","B01001_028M","B01001_029E","B01001_029M","B01001_030E","B01001_030M","B01001_031E","B01001_031M","B01001_032E","B01001_032M","B01001_033E","B01001_033M","B01001_034E","B01001_034M","B01001_035E","B01001_035M","B01001_036E","B01001_036M","B01001_037E","B01001_037M","B01001_038E","B01001_038M","B01001_039E","B01001_039M","B01001_040E","B01001_040M","B01001_041E","B01001_041M","B01001_042E","B01001_042M","B01001_043E","B01001_043M","B01001_044E","B01001_044M","B01001_045E","B01001_045M","B01001_046E","B01001_046M","B01001_047E","B01001_047M","B01001_048E","B01001_048M","B01001_049E","B01001_049M",
"5001600US0609","Congressional District 9 (116th Congress), California","758327","2019","375294","1847","27175","925","28690","1052","30591","1078","18691","660","11794","586","5395","543","5662","560","15462","735","26132","930","25010","722","24202","775","23307","765","24027","846","23655","798","22929","860","8689","590","11770","656","6145","472","9016","524","10946","610","7383","492","4638","436","3985","377","383033","2031","25291","874","29365","1078","28924","1107","17183","658","10432","550","4632","555","5745","570","15122","939","25140","851","25023","745","24805","968","24646","932","23945","865","24341","668","23261","952","9449","594","12056","642","7956","654","9571","554","13052","613","9116","522","6369","473","7609","584",
"5001600US0610","Congressional District 10 (116th Congress), California","744389","1136","369693","1268","26775","604","27839","988","30680","1088","17902","441","10219","282","5721","544","6051","544","15202","712","27433","554","25640","553","24462","840","23452","947","23630","509","24104","472","22151","768","7598","583","10592","595","6871","507","7677","552","10220","561","7561","450","4116","332","3797","370","374696","1210","26327","565","28276","934","27267","1021","17056","501","10207","387","5045","478","5078","542","15186","788","26042","596","24839","447","24061","815","23538","775","24506","500","24053","385","23594","710","8780","525","10459","610","6657","466","8970","532","12705","654","8709","490","6292","438","7049","448",
"5001600US0611","Congressional District 11 (116th Congress), California","754654","1898","367502","1689","22298","627","24003","854","23969","823","14332","484","8451","427","4439","493","4411","452","14412","725","25184","646","24587","697","24999","1059","24103","955","25559","726","26072","655","25812","826","9100","536","12683","788","8086","520","10667","587","13272","655","8914","421","6191","416","5958","432","387152","1829","21908","606","23645","801","22974","850","14018","473","7860","471","3856","546","4490","524","13956","830","24673","556","24920","621","25218","877","24750","951","26299","656","27922","521","27067","815","10351","589","14707","723","9163","535","13060","574","16193","648","10594","549","9004","503","10524","552",
"5001600US0612","Congressional District 12 (116th Congress), California","756773","2199","388005","1396","17764","401","13581","575","12606","570","6883","264","4702","237","2702","399","2406","404","14492","590","46726","657","48416","458","37368","963","28781","971","28774","354","26452","391","23118","794","8872","622","13579","579","7948","568","10274","531","11249","653","8844","501","6406","435","6062","472","368768","1469","17345","325","12598","724","12279","624","6548","233","4751","296","2367","393","2722","325","15461","665","45712","490","43771","465","31597","931","26157","934","23153","405","21512","376","20343","681","8595","614","12219","694","7877","513","10470","584","13065","561","9677","655","8107","672","12442","731",
"5001600US0613","Congressional District 13 (116th Congress), California","754861","394","365864","1739","20757","762","19607","764","20302","751","11102","479","10585","507","5582","583","5640","672","16174","754","34609","984","33073","785","27873","916","26607","912","24604","795","22658","760","21926","703","8024","499","11751","692","7506","482","9613","546","11563","584","7170","410","4667","418","4471","409","388997","1672","21697","694","18753","819","18724","793","10871","561","11568","362","5370","512","6580","747","17005","794","35885","953","32933","923","29551","900","27120","956","24732","686","23832","694","23572","873","9363","592","13650","662","8467","521","11204","578","13471","641","8749","500","7108","483","8792","539",
"5001600US0614","Congressional District 14 (116th Congress), California","753548","2788","372223","1900","21507","542","22182","775","20231","758","12728","353","7991","344","4475","571","4205","518","14706","734","30627","746","29278","560","28113","965","25730","896","26484","511","25727","551","24167","721","9596","676","13380","693","7922","498","10249","608","11940","534","9208","510","5703","468","6074","392","381325","1799","19544","499","20919","714","20003","711","11864","388","8329","357","3801","351","3759","452","15198","748","26131","518","28163","605","27531","864","25651","847","26710","582","26900","559","26411","712","10462","654","13961","694","8822","482","11653","474","15171","614","11246","619","8438","535","10658","635",
"5001600US0615","Congressional District 15 (116th Congress), California","773841","1653","383873","2039","25884","707","27420","832","26199","865","15290","535","7879","523","3941","379","4054","474","13209","799","27048","1112","27920","1011","29175","997","29085","815","28766","863","27820","794","25578","874","9342","538","11950","633","6327","433","9528","598","10631","542","7633","509","4966","445","4228","383","389968","2123","22537","749","24842","836","26004","972","14557","592","7200","390","3301","346","3579","391","12650","701","25504","1084","29682","988","30513","953","28613","952","28898","750","28349","767","26706","891","9240","503","12556","681","7424","453","10725","655","13550","693","9199","556","6223","451","8116","483",
"5001600US0616","Congressional District 16 (116th Congress), California","728535","3309","363149","2227","32197","802","30907","1211","30808","1197","18061","515","12279","478","6806","567","6308","724","16652","767","30836","802","25773","642","23512","945","21713","1092","20275","584","19907","570","17424","756","7611","510","8886","585","5342","460","6799","459","8424","532","5864","350","3664","361","3101","363","365386","2441","30945","646","31221","1080","29786","1017","16814","589","11372","407","6019","551","6603","604","15890","757","28697","829","25436","591","23794","924","21647","820","20444","578","20682","648","19552","721","6699","517","9199","538","4923","493","7790","527","10375","536","6795","522","4838","429","5865","466",
"5001600US0617","Congressional District 17 (116th Congress), California","771459","2880","392414","2518","25057","1020","23279","991","23329","1039","12424","686","8120","571","4485","534","4252","609","14643","818","37624","1359","39139","1273","32469","1129","30274","929","27402","837","26887","846","23380","1012","8503","496","10604","584","6035","428","7932","510","9442","540","7263","521","5310","436","4561","384","379045","2260","24121","866","22912","949","21513","868","12726","539","7438","525","3246","489","3480","414","13992","743","32283","1050","34923","893","28519","853","27906","991","26837","807","24594","839","23448","876","8518","563","10953","676","7028","549","8306","511","11526","469","9353","582","7173","449","8250","542",
"5001600US0618","Congressional District 18 (116th Congress), California","740932","3663","370743","2698","21760","913","25274","976","24435","1087","14082","602","8234","589","3656","539","4156","545","13444","923","25904","1228","26855","1040","26044","1090","24871","955","27410","827","28049","882","25541","771","9499","658","11935","609","7220","439","8775","558","12469","581","8420","495","6273","443","6437","456","370189","2558","20404","967","21172","736","24633","983","13130","617","7696","502","3480","504","3018","379","11931","751","22488","841","24228","865","24900","1005","27360","1121","28427","892","27876","787","25779","820","9114","552","12427","575","7883","553","9938","531","14305","695","10574","552","8330","509","11096","615",
"5001600US0619","Congressional District 19 (116th Congress), California","759866","3313","381227","2552","24206","729","24578","962","25720","972","15528","548","9852","515","5848","579","6097","521","16722","1007","29367","1123","28542","903","27005","1088","28291","907","27441","782","26728","795","23561","875","8871","664","11283","650","6618","429","8340","547","10613","614","7986","453","4296","394","3734","337","378639","2276","23489","865","23079","805","26708","1043","14387","630","9507","506","5261","530","4772","456","16255","727","26850","787","26756","749","26361","830","26702","828","25761","679","25706","752","23799","863","9469","637","12068","512","7119","526","9735","513","12783","482","8947","526","6028","433","7097","526",
"5001600US0620","Congressional District 20 (116th Congress), California","735667","1799","370721","1072","25349","314","25725","861","26068","899","15113","254","13237","354","8294","712","6413","533","17135","733","27361","368","27032","378","24360","855","23650","878","22980","277","22388","287","21597","768","8621","561","11823","648","7749","483","8889","535","10832","529","6936","398","4933","437","4236","388","364946","1158","24345","355","24263","775","25122","831","14300","232","13809","289","7816","756","6076","466","16213","766","24280","339","24136","358","22061","820","22128","797","21621","297","22158","286","23575","761","8566","627","11720","602","8522","490","9427","546","11566","549","7901","545","6502","452","8839","528",
"5001600US0621","Congressional District 21 (116th Congress), California","712857","3153","375165","2266","29928","869","30763","1022","31775","1069","17961","753","11499","567","6982","634","6816","698","20048","833","32837","955","30062","842","26138","876","24702","1109","22564","728","21625","736","18718","828","6168","462","8122","523","5299","475","5629","483","6887","491","4754","383","2983","317","2905","394","337692","2252","29676","855","31328","1018","31002","1005","17191","711","9996","518","5393","615","4997","609","15751","897","25449","868","23507","847","22396","827","20582","969","19049","731","17620","614","16146","668","6557","517","8004","597","4666","413","5731","547","8147","545","5837","455","4552","431","4115","415",
"5001600US0622","Congressional District 22 (116th Congress), California","755464","3991","372369","2428","30791","966","30960","1325","32006","1262","16840","563","10785","607","5468","508","5418","518","16758","780","28361","977","27426","766","24899","996","20676","862","21591","721","21429","597","19929","731","7981","602","10193","598","6183","436","8086","442","10543","535","7163","480","4631","398","4252","400","383095","3046","28648","931","29797","1259","28197","1054","17589","603","10944","539","6117","627","5527","662","16229","792","28595","757","26470","692","23959","966","22635","761","22345","643","22549","562","22085","802","8223","599","10807","531","6914","504","9519","546","12342","606","8555","505","5945","452","9104","564",
"5001600US0623","Congressional District 23 (116th Congress), California","740768","3669","376011","2401","28013","1080","28894","1216","30013","1258","18159","720","9817","593","6273","678","5392","593","14747","909","29657","926","27222","757","24739","1035","23449","1042","22935","789","22376","691","23263","951","8374","653","10680","672","6454","593","8498","628","11154","618","7128","504","4768","401","4006","406","364757","2652","26333","897","27470","1066","28170","1261","16490","859","9012","508","4786","515","5304","711","14530","893","26571","886","24958","733","23326","1117","20835","962","21601","696","22574","569","22393","1043","7887","647","12708","731","7245","495","8939","588","12340","549","8484","524","6186","539","6615","501",
"5001600US0624","Congressional District 24 (116th Congress), California","734027","630","369409","459","21569","155","21945","729","20544","749","12793","79","17489","351","9998","859","9894","1058","22481","965","25961","199","24114","240","22461","925","19943","887","20700","228","21837","246","22187","845","9218","594","12351","681","8118","495","10330","577","13403","530","9301","485","5964","414","6808","387","364618","402","20655","223","19942","742","21389","747","12157","102","17929","450","10486","793","8593","802","18163","953","21927","176","21345","190","20599","743","18433","724","19488","159","21752","181","23927","690","9731","473","13310","664","8666","549","11961","495","14416","577","10993","460","9134","528","9622","541",
"5001600US0625","Congressional District 25 (116th Congress), California","718950","2514","357136","2382","25769","1213","26012","1012","28067","1231","17110","660","10605","598","5458","525","5088","444","15506","904","24266","956","20827","917","21841","970","22859","910","25760","868","26028","905","25759","986","8354","595","11626","658","5950","450","8051","528","9026","597","6638","429","3435","440","3101","301","361814","2919","23786","1130","24644","1326","27290","1079","16800","787","9347","658","4925","535","4529","495","12985","749","24422","1163","22208","825","22626","863","23950","894","25953","806","27981","968","25213","928","8607","564","11085","683","6805","495","8856","572","10733","613","8056","524","5254","455","5759","578",
"5001600US0626","Congressional District 26 (116th Congress), California","725953","967","359471","1158","22889","374","24089","745","26058","748","15310","327","9748","326","5816","515","4800","523","15553","704","25987","366","24278","407","22939","856","21878","828","23124","428","24758","461","24715","779","8836","526","11020","674","7924","511","9031","557","11712","561","8100","403","5233","363","5673","456","366482","1008","22301","420","23247","820","24620","850","15041","299","9485","270","5256","527","4623","476","15265","682","23761","471","22647","419","22001","789","22939","731","24309","369","24951","416","25230","755","9695","704","12550","600","7835","456","10128","536","13662","564","9786","527","7535","486","9615","570",
"5001600US0627","Congressional District 27 (116th Congress), California","717944","2397","347467","2560","20986","1019","17961","930","20451","839","13440","649","8291","654","4392","474","4224","407","12627","747","26449","1148","22784","1079","22530","887","23871","845","25189","921","24522","818","24371","828","8701","572","12227","596","7459","502","9930","568","12957","682","9275","477","7322","589","7508","532","370477","2159","18755","926","17517","824","18964","862","11771","631","7929","510","3938","397","3959","419","12487","725","24587","1144","24868","911","23387","901","25565","1029","27134","948","26939","928","27256","920","10175","549","15042","658","8551","548","12213","696","15356","793","12168","593","10242","628","11674","750",
"5001600US0628","Congressional District 28 (116th Congress), California","715011","3832","355987","3111","16965","862","15513","785","15114","841","9338","691","6183","633","3628","361","3852","510","13516","783","34808","1372","36674","1381","29585","1130","25092","1013","27152","1008","27089","975","23861","830","9479","612","12174","720","6818","533","8798","535","11180","711","7552","526","5861","491","5755","578","359024","2557","15085","968","14990","937","14707","900","9091","651","5761","573","3614","467","3179","399","14158","924","35870","1364","32253","985","26353","1077","23607","952","25454","1089","25320","1004","24798","949","9243","654","12782","708","7720","590","10651","623","14646","823","11038","619","8832","578","9872","737",
"5001600US0629","Congressional District 29 (116th Congress), California","721304","4875","360996","3812","23479","1045","23510","1103","24371","960","15720","688","10004","608","5316","486","5653","513","17475","872","33755","1222","30797","1263","27459","961","24159","919","25650","895","23919","889","21063","774","6981","470","9822","591","5841","433","6956","521","7585","475","5100","396","3712","292","2669","304","360308","3259","23003","1043","23632","988","23335","963","14580","715","9006","598","5977","587","5226","478","17613","905","29764","1180","27773","1000","26384","863","24507","770","23536","845","22649","898","22175","940","8063","560","10206","578","5892","445","7679","523","10012","604","7109","457","6225","450","5962","513",
"5001600US0630","Congressional District 30 (116th Congress), California","764572","4656","376001","3608","20752","1137","21653","962","20471","1078","13514","820","9157","648","5501","636","4831","515","16298","825","31002","1319","28373","1220","27570","1199","26177","1162","27817","1167","26185","1096","25030","1040","9138","519","13341","789","7335","500","9471","583","11505","660","8475","509","6105","415","6300","494","388571","3240","21831","1042","19248","997","20622","890","12273","742","7475","627","4682","523","4087","483","15368","1023","29331","1172","28218","1281","27115","920","27695","1023","27422","873","27731","1097","26808","916","9818","644","13837","635","8128","616","11409","624","14434","753","10391","628","9114","564","11534","778",
"5001600US0631","Congressional District 31 (116th Congress), California","744628","3120","364932","2492","28480","1257","27094","990","28392","1059","17188","795","11057","625","5689","552","6258","734","18522","891","31670","1070","28712","1117","24561","1154","22032","1079","21508","807","22015","786","21669","946","7965","566","9120","606","5634","507","7737","552","7998","485","5287","491","3684","338","2660","299","379696","2569","26155","1022","27456","1053","26115","981","16295","892","11142","699","6019","632","7528","777","17932","1055","30770","945","27242","951","25037","1078","22901","906","24563","722","22910","762","23981","987","8243","686","10508","620","6939","546","9066","498","10011","610","7273","471","5255","446","6355","510",
"5001600US0632","Congressional District 32 (116th Congress), California","719643","3016","353222","2444","22422","1072","22276","891","22943","801","14565","622","10300","554","6503","562","5426","452","17412","836","29143","1295","25420","1193","22830","887","23737","934","23658","908","24027","878","21802","856","8245","486","10998","623","6879","481","8581","517","10395","631","7047","515","4909","448","3704","331","366421","2823","20306","872","21414","952","24296","986","14487","906","10405","678","6523","488","6037","527","15400","691","27545","1147","23603","931","22458","921","24097","875","24068","918","24917","847","23991","782","8999","562","12974","600","8028","449","9812","537","12462","544","9494","603","6833","473","8272","510",
"5001600US0633","Congressional District 33 (116th Congress), California","713727","2482","346601","2201","17787","968","18315","859","19446","806","12386","560","9637","591","4851","475","4246","476","11155","777","25177","1255","25040","1100","24258","991","22905","949","24483","803","26361","893","24180","1073","9361","598","11267","622","7277","568","10591","543","13603","592","9528","643","7041","540","7706","571","367126","2567","16776","1088","17511","925","18729","889","12489","791","12013","667","5286","562","4960","621","11865","861","26608","1259","25713","1103","24625","1021","24560","982","28174","1186","25710","908","24577","946","9622","639","12236","669","7793","524","11271","642","16463","745","10636","566","8011","515","11498","754",
"5001600US0634","Congressional District 34 (116th Congress), California","729285","4938","371393","3297","22590","1051","20801","833","20788","741","12600","638","9251","641","5600","517","6156","481","18669","675","39625","1281","37281","1195","31222","1053","28195","1151","25180","939","22349","925","19562","652","7828","572","9226","544","5602","452","6796","408","8164","452","5884","384","4186","368","3838","373","357892","3126","21429","922","20451","786","19865","809","12213","699","9050","688","4807","409","4548","484","17996","870","35094","1075","30563","1075","26566","937","23538","952","23590","728","21643","861","19627","848","8056","510","10219","562","6298","485","7749","586","11786","599","7918","493","6676","477","8210","482",
"5001600US0635","Congressional District 35 (116th Congress), California","741990","2703","374121","2541","26347","1253","27537","961","29253","947","18104","896","12996","716","6729","565","6957","587","20075","969","31977","1151","27991","954","26140","1061","25662","1055","25522","830","23409","913","20263","875","6746","491","9118","601","5049","400","6332","411","7276","482","5203","417","2897","247","2538","331","367869","2643","24344","1061","25396","1162","28028","1111","17063","841","11663","698","6408","597","6015","578","19169","943","30026","1000","26521","945","26859","959","25153","1072","23526","906","23729","756","19612","934","7219","516","9577","629","5581","508","7742","526","8794","491","6290","471","4575","378","4579","411",
"5001600US0636","Congressional District 36 (116th Congress), California","743337","2286","371756","2840","21706","1097","25852","1266","24451","1034","15095","829","8636","756","4515","443","3867","384","13076","757","22762","1059","22391","961","22228","943","21057","920","22937","911","23899","954","23018","871","9312","558","13299","706","8400","574","13247","549","18826","708","14638","576","9743","478","8801","535","371581","2485","21160","966","22634","1077","24114","1070","13699","815","8798","644","4329","616","4312","468","11983","820","21924","1063","21420","905","22457","960","21248","965","22065","804","22379","951","22979","918","9572","637","14536","724","9489","557","14582","717","19963","832","15688","761","10885","653","11365","640",
"5001600US0637","Congressional District 37 (116th Congress), California","724002","5726","350748","4521","20577","1103","19221","987","19163","972","10852","680","9571","636","5848","619","6545","645","19186","981","37921","1461","31957","1242","27375","1131","23453","893","23152","829","22171","837","18918","1006","8046","632","9462","684","5687","485","7068","402","8868","611","6341","472","4420","476","4946","463","373254","3804","20593","1033","17738","974","18267","932","11127","764","9650","618","5894","575","5920","572","19835","1107","34602","1367","31784","1222","26047","1094","25411","1019","24380","1047","23680","1002","23588","899","8629","626","12114","707","7125","538","9224","630","12190","715","9673","563","7021","519","8762","619",
"5001600US0638","Congressional District 38 (116th Congress), California","716869","2441","352049","2464","22883","937","21330","799","24274","1020","15701","819","9948","664","5556","427","5572","480","16015","720","26963","1042","25172","949","23209","957","24230","1032","23366","838","22769","783","22241","845","7755","471","11138","672","6901","473","8129","492","10393","606","7973","417","5266","430","5265","405","364820","2441","22663","1051","21162","943","22612","956","14075","651","9861","620","5577","455","4917","440","15424","979","26566","1019","24374","955","24305","858","24254","1038","24025","885","24009","922","23001","771","8999","586","12341","703","7539","483","9626","548","12740","642","10231","535","7486","461","9033","603",
"5001600US0639","Congressional District 39 (116th Congress), California","727834","2111","358545","2401","22519","1228","21546","874","25052","1129","14083","716","9809","656","5144","493","5474","558","15977","942","27786","1153","23138","969","21812","901","22710","946","25488","1037","24142","943","25340","923","9150","591","12124","796","7114","493","9528","541","11728","467","8232","519","5437","440","5212","486","369289","2115","21418","1150","19744","905","20968","778","13998","770","8324","573","4913","458","5212","516","15939","903","26046","1180","23039","809","22826","925","24980","961","25710","800","25921","758","27653","891","10071","651","13154","590","8408","499","10850","555","13710","631","9751","613","7554","556","9100","576",
"5001600US0640","Congressional District 40 (116th Congress), California","711793","3776","355085","2941","26982","1060","30213","968","30267","1227","17676","716","10931","658","6227","478","5156","389","17474","824","30907","1225","26483","1024","25548","1042","24027","892","23514","741","20646","829","18197","792","6382","472","8207","611","4352","421","5195","414","6682","493","4328","354","2625","236","3066","387","356708","2981","26463","1114","28086","1100","28040","1139","16890","649","10809","590","5642","457","6010","490","17827","956","29698","1206","25620","926","24320","832","25369","959","22856","789","22019","803","18769","713","6204","426","8277","545","5044","415","6731","561","7951","455","5587","432","4100","417","4396","397",
"5001600US0641","Congressional District 41 (116th Congress), California","754152","2119","374380","2367","27450","1124","27829","1098","28872","958","18213","716","14132","1045","7573","735","7514","638","21290","1100","32232","1037","28894","1019","24274","980","23717","1117","23028","858","22077","813","20191","862","7130","579","9339","608","5113","462","6864","534","7822","508","5059","440","3193","325","2574","336","379772","2540","26475","940","27590","1257","29322","1166","17538","768","14328","988","8056","727","7629","685","18403","959","30888","1183","27688","890","23309","1019","23535","983","24206","800","23383","904","20710","758","6799","485","9842","490","6163","510","7853","533","9174","613","6378","454","4902","498","5601","534",
"5001600US0642","Congressional District 42 (116th Congress), California","795401","3033","395736","2457","28709","1023","29708","1454","32821","1369","19810","844","11417","860","5844","546","5295","566","14706","874","29080","1128","26649","1055","25900","1135","27736","1126","26829","957","26281","885","24700","884","8615","609","10246","543","6147","587","8097","590","10509","685","7690","504","4774","532","4173","431","399665","2401","26832","1115","28807","1177","30163","1245","19471","839","9414","713","4848","487","5472","560","15585","993","26442","1071","26569","901","27919","1353","28248","1174","26269","778","26274","777","25151","829","9290","698","11092","713","7113","668","9893","580","11849","616","9678","766","6782","519","6504","558",
"5001600US0643","Congressional District 43 (116th Congress), California","727621","4434","350728","3454","27165","1262","24664","1217","22907","1016","13859","811","9520","586","5086","465","5447","472","15092","798","29291","1133","27251","1319","25130","1186","24480","1100","22894","1023","22675","1082","20937","1089","8315","509","9252","700","5798","462","7135","458","8913","592","6150","470","4629","408","4138","360","376893","3034","24999","1268","24071","1122","23132","1045","13441","758","10194","616","5509","508","4984","584","15750","871","30174","1317","27540","961","26366","1015","25478","926","25547","1046","25060","937","24705","933","8414","633","11853","763","6985","519","8507","611","12180","606","8457","700","6244","489","7303","548",
"5001600US0644","Congressional District 44 (116th Congress), California","723072","3267","354182","2583","28277","1147","28014","1209","28394","1168","17704","794","11054","604","5970","515","6541","712","16724","690","28966","1221","26994","1081","23548","1108","22368","1000","23317","990","21483","900","18545","897","7541","495","8589","571","5063","379","6097","445","7730","462","5167","433","3280","354","2816","279","368890","3015","26439","1181","27019","998","28129","1165","16640","838","10486","626","6439","558","5826","489","17880","1001","29714","999","26127","993","25082","963","22987","911","24822","921","22212","922","20290","737","7792","511","9575","555","5847","453","7709","506","9722","511","7023","427","5059","396","6071","434",
"5001600US0645","Congressional District 45 (116th Congress), California","772341","1947","376910","2612","24060","1067","22341","1135","24283","1138","16357","657","11303","701","5890","738","5701","503","14676","791","27381","1432","24848","1028","24736","996","24779","996","27394","1002","27917","1008","26491","1017","9364","826","11287","657","7313","494","8940","486","12408","662","8037","537","5614","473","5790","493","395431","2417","21708","963","20315","958","25310","1001","14294","774","11641","705","5745","675","4990","541","13976","920","24950","1073","25663","959","27058","954","26988","1040","29424","882","30054","1016","27346","1207","9871","696","12988","741","8051","527","11482","658","14767","755","11279","717","7502","641","10029","760",
"5001600US0646","Congressional District 46 (116th Congress), California","728906","2647","365652","2684","25408","1121","27438","894","25391","1014","15349","576","10867","497","6275","474","5961","580","18970","953","34366","1193","31481","971","26730","1069","24907","987","24865","784","22869","1039","20209","853","6954","580","7979","535","4872","506","5813","439","7293","447","4814","410","3496","392","3345","351","363254","2511","25555","1062","24967","991","25906","974","15661","732","11274","649","5922","629","6447","643","18592","1045","32442","1082","27311","1049","24719","941","23542","781","23704","838","21760","760","19559","787","7079","526","9337","570","5775","516","6656","504","9430","579","6126","466","5136","454","6354","616",
"5001600US0647","Congressional District 47 (116th Congress), California","714812","2912","352939","2736","21334","1213","21952","927","23055","992","13994","882","9453","564","5211","507","5720","536","15744","787","29244","1392","26446","1227","22937","1118","24016","971","25895","943","25200","1068","22201","695","8875","565","10719","590","6767","465","8553","532","9855","604","6689","452","4861","398","4218","400","361873","2923","20799","932","20053","734","21087","1112","14176","731","9210","666","5162","512","4979","451","15271","776","28446","1181","25161","859","25004","990","25682","912","25472","982","26083","763","23037","901","8911","554","12282","692","6937","577","9981","606","11512","741","8640","529","6525","488","7463","537",
"5001600US0648","Congressional District 48 (116th Congress), California","726516","2011","359353","2455","19101","820","18650","729","22160","844","12797","678","7842","579","5013","454","3987","631","13496","768","27085","1165","24957","1011","21865","1002","23757","1132","25551","1049","28181","874","26161","996","10130","663","12403","690","7568","553","11029","605","14946","752","10203","544","6658","433","5813","483","367163","2557","17813","1083","18490","871","20525","776","13054","663","7068","478","4030","494","3951","456","12558","790","26008","983","24071","822","22888","891","22271","1016","27343","895","28521","967","27234","1099","10590","600","13523","644","8150","512","11826","533","16357","773","11895","602","8571","605","10426","617",
"5001600US0649","Congressional District 49 (116th Congress), California","737614","3370","371911","3209","24588","1420","23582","1184","24540","1230","13911","870","12650","1039","6906","691","7105","689","18463","1310","27729","1381","23366","1058","23754","985","22155","928","24981","996","25048","1128","23413","1079","8568","630","12132","683","7498","554","9769","806","12233","703","8517","535","5816","636","5187","481","365703","2872","22545","1173","24019","1362","23319","1218","13601","856","8026","630","3384","480","4442","605","13825","991","22547","1259","24099","1088","23897","1145","23710","1163","26898","1034","24285","851","24517","989","10242","708","12442","732","7870","500","11166","603","13871","759","10383","799","7201","636","9414","619",
"5001600US0650","Congressional District 50 (116th Congress), California","747793","3466","372910","3012","26526","1314","24340","1052","26575","1216","15483","736","9128","608","5161","573","6257","621","15983","901","26711","1090","25921","1137","23982","939","23328","867","24457","891","25691","1033","23915","1056","8927","558","12596","848","7828","537","9534","621","12137","619","7767","576","5549","387","5114","432","374883","2853","24118","1302","23682","1259","24442","1202","15185","815","10056","742","4172","533","5095","560","13334","911","26082","1068","24363","1038","24414","965","23301","943","23898","995","26267","930","24960","936","10508","636","12917","747","8334","524","10287","638","13131","642","9766","620","7377","549","9194","657",
"5001600US0651","Congressional District 51 (116th Congress), California","729654","4018","369942","3070","25998","970","25774","924","27794","1121","16464","630","11608","921","7066","545","8050","672","21026","1225","33832","1185","29217","1138","23644","884","23094","1022","21376","838","22264","836","18877","850","6922","547","10565","712","5700","491","7117","539","8412","595","6112","477","4131","419","4899","406","359712","2849","26202","1133","25329","1087","25339","1138","15238","801","10087","692","5926","579","5568","552","17137","894","29473","1103","25797","938","22178","890","22038","987","22242","780","21990","855","20727","870","7700","591","10385","670","6283","506","8446","491","10688","560","8091","512","6262","524","6586","563",
"5001600US0652","Congressional District 52 (116th Congress), California","765158","4183","388242","3267","22233","1146","20959","941","20227","959","12316","751","10907","873","6531","737","7009","917","20411","1400","38651","1497","33936","1413","28084","1159","26646","1123","24412","864","24688","869","23660","1139","8254","578","11994","747","6933","464","9679","714","12180","649","7667","557","5855","516","5010","436","376916","2975","21967","1121","19830","994","19736","938","11694","650","8636","748","4952","578","5405","585","16206","843","34119","1310","29045","957","26428","974","24660","1040","24677","879","24794","937","24104","855","9586","617","12749","692","8179","632","10713","585","13472","740","9402","559","7176","567","9386","537",
"5001600US0653","Congressional District 53 (116th Congress), California","769137","5145","381129","3688","25219","1419","21155","1244","20835","1049","12573","764","10140","882","6571","869","5419","666","19529","1201","37574","1472","35621","1593","28954","1043","26145","1161","24467","1067","23136","964","22590","924","8093","627","11354","666","6404","492","7984","593","10122","721","6965","464","5720","600","4559","472","388008","3349","24237","1205","21766","1269","20234","977","12501","676","10961","816","6141","729","5420","597","17791","1096","36012","1535","33898","966","28378","1277","24562","1051","23472","893","23667","918","22435","966","9163","595","13009","850","7445","574","9845","698","12351","595","8968","664","7176","574","8576","592",
